region,address,name,type1,type2,lon,lat
용인시 기흥구,경기 용인시 기흥구 하갈동 142-8,맥도날드 용인보라DT점 주차장,실외,건물주변,127.104604670893,37.2544480892048
용인시 기흥구,경기 용인시 기흥구 언동로71번길 51,엘리펀트빌리지 주차장,미분류,미분류,127.143373945169,37.2883808552022
용인시 기흥구,경기 용인시 기흥구 중부대로 583,파크존 네오플러스 민영 주차장,실내,지하,127.12735458976452,37.2702603540376
용인시 기흥구,경기 용인시 기흥구 구교동로 151,한성CC 주차장,실외,야외시설,127.123076705826,37.3060568082158
용인시 기흥구,경기 용인시 기흥구 신고매로 59,리빙파워센터 주차장,실내,지하,127.114248265707,37.2234149184723
용인시 기흥구,경기 용인시 기흥구 신고매로 124 1층,롯데프리미엄아울렛 기흥점 지상주차장,실내,지상,127.121283960956,37.2255419641124
용인시 기흥구,경기 용인시 기흥구 신갈동 334-8,만우정 본점 주차장,실외,건물주변,127.102935939662,37.2859177721794
용인시 기흥구,경기 용인시 기흥구 용구대로 2457,이마트TR 구성점 주차장,미분류,미분류,127.105050135802,37.3050686267171
용인시 기흥구,경기 용인시 기흥구 영덕동 937-1,영덕공영주차장,실외,노외,127.075474886798,37.2677108784337
용인시 기흥구,경기 용인시 기흥구 동백5로 21-8,지스타주차장,실외,노상,127.15281255528998,37.27702407101582
용인시 기흥구,경기 용인시 기흥구 신갈동 388-141,나인블럭 신갈점 주차장,실외,건물주변,127.104428826095,37.2820426287608
용인시 기흥구,경기 용인시 기흥구 흥덕2로117번길 15 광장프라자 지하층,광장프라자기흥세무서 주차장,실내,지하,127.07220931,37.27795486
용인시 기흥구,경기 용인시 기흥구 보정동 408-1,스타벅스 용인보정DT점 주차장,실외,건물주변,127.104160922596,37.3214782375645
용인시 기흥구,경기 용인시 기흥구 보라동 503-57,보라동 503-62 공영주차장,실외,노외,127.109838324683,37.254677711231
용인시 기흥구,경기 용인시 기흥구 신갈동 산 14,기흥도서관 지상 주차장,실외,건물주변,127.113599825054,37.2861785101062
용인시 기흥구,경기 용인시 기흥구 보라동 376-6,스타벅스 용인보라DT점 주차장,실외,건물주변,127.104373129135,37.2555834276796
용인시 기흥구,경기 용인시 기흥구 동백죽전대로 363,카카오T 용인세브란스병원 주차장,미분류,미분류,127.147945464595,37.2709653545659
용인시 기흥구,경기 용인시 기흥구 동백죽전대로 309,아마노 용인로얄캐빈스위트하우스 주차장,미분류,미분류,127.152630558348,37.2678035126749
용인시 기흥구,경기 용인시 기흥구 보정동 1353,죽전로 노상 공영주차장,실외,노상,127.11293644561,37.3205245533095
용인시 기흥구,경기 용인시 기흥구 기흥역로 63,AK&기흥 주차장,실내,지하,127.11728886004468,37.27398934807516
용인시 기흥구,경기 용인시 기흥구 고매동 836-71,양평해장국 기흥IC점 주차장,실외,건물주변,127.108536009709,37.2212429981604
용인시 기흥구,경기 용인시 기흥구 하갈로 79,기흥레스피아호수공원 주차장2,실외,야외시설,127.097009205287,37.2517591742779
용인시 기흥구,경기 용인시 기흥구 용구대로 2420,맥도날드 용인마북DT점 주차장,실외,건물주변,127.106576116103,37.3025551748951
용인시 기흥구,경기 용인시 기흥구 구갈동 620,구갈동 주차장,미분류,미분류,127.127517727908,37.2727984092906
용인시 기흥구,경기 용인시 기흥구 보라동 145-3,스타벅스 한국민속촌DT점 주차장,실외,건물주변,127.116839310557,37.2558837235885
용인시 기흥구,경기 용인시 기흥구 영덕동 1235,흥덕도서관 지하주차장,실내,지하,127.083947080318,37.274943325017
용인시 기흥구,경기 용인시 기흥구 마북동 502-452,스타벅스 용인마북DT 주차장,실외,건물주변,127.110360818976,37.2945529353356
용인시 기흥구,경기 용인시 기흥구 동백5로 22,나이스파크 쥬네브문월드 주차장,미분류,미분류,127.151760894373,37.2760721242035
용인시 기흥구,경기 용인시 기흥구 하갈동 233,가오리와방패연 주차장,실외,건물주변,127.098099136545,37.256243670051
용인시 기흥구,경기 용인시 기흥구 동백중앙로 225-6,아마노 쥬네브스타월드 주차장,실외,건물주변,127.150147057551,37.2736341666293
용인시 기흥구,경기 용인시 기흥구 고매동 409-130,일만호백합샤브샤브 주차장,실외,야외시설,127.106844840625,37.2257432878832
용인시 기흥구,경기 용인시 기흥구 죽전로 20,누리에뜰 주차장,실내,지하,127.11102516923532,37.319763547358505
용인시 기흥구,경기 용인시 기흥구 서천로202번길 7-27,나이스파크 드림갤럭시타워2 주차장,미분류,미분류,127.069940116428,37.2298242828538
용인시 기흥구,경기 용인시 기흥구 신갈동 86-2,신갈중학교주변 노상공영주차장,실외,노외,127.10956898419,37.2803998033724
용인시 기흥구,경기 용인시 기흥구 중부대로 375,롯데캐슬스카이 주차장,미분류,미분류,127.108085926461,37.2722518920034
용인시 기흥구,경기 용인시 기흥구 구갈동 280-4,구갈로노상 공영주차장,실외,노상,127.11252313584,37.2802133102559
용인시 기흥구,경기 용인시 기흥구 흥덕중앙로 60,이마트 흥덕점 주차장,실내,지하,127.073330227711,37.275751132007
용인시 기흥구,경기 용인시 기흥구 중부대로 56,스타벅스 수원IC DT점 주차장,실외,건물주변,127.074593581687,37.2671327881863
용인시 기흥구,경기 용인시 기흥구 상하동 461-2,스타벅스 용인동백DT점 주차장,실외,건물주변,127.141240011981,37.2745902291508
용인시 기흥구,경기 용인시 기흥구 중동 838,동백문월드 주차장,실외,건물주변,127.151277088807,37.2758569444677
용인시 기흥구,경기 용인시 기흥구 농서로 158,삼성전자 나노파크 주차장,실외,건물주변,127.081978029479,37.2254672060306
용인시 기흥구,경기 용인시 기흥구 동백죽전대로527번길 80,신동백롯데캐슬에코1단지아파트 P1주차장,실내,지상,127.145548826989,37.281685289253
용인시 기흥구,경기 용인시 기흥구 신갈동 66-1,강남병원 제6주차장,실외,건물주변,127.112023345163,37.2740239118022
용인시 기흥구,경기 용인시 기흥구 보정동 1019-1139,투루파킹 GTX-A구성역 주차장,실외,건물주변,127.104790014817,37.2980692489785
용인시 기흥구,경기 용인시 기흥구 마북동 467,다이소 용인구성점 주차장,실외,야외시설,127.109273072785,37.2962886208789
용인시 기흥구,경기 용인시 기흥구 농서동 461,삼성나노시티 기흥캠퍼스 후문 주차장,실외,야외시설,127.075587262416,37.2269465622516
용인시 기흥구,경기 용인시 기흥구 신갈동 301-1,만미정 주차장,실외,건물주변,127.100364708408,37.2890603687193
용인시 기흥구,경기 용인시 기흥구 강남로 40,강남대학교 주차장4,실외,건물주변,127.130678685571,37.2743898032274
용인시 기흥구,경기 용인시 기흥구 용구대로2145번길 23,메밀래 주차장,실외,건물주변,127.104723981091,37.281350009601
용인시 기흥구,경기 용인시 기흥구 영덕동 1053-1,교동면옥 용인영덕점 주차장,실외,건물주변,127.081743312928,37.2700156343559
용인시 기흥구,경기 용인시 기흥구 보라동 413-5,기흥농협하나로마트 주차장,실외,건물주변,127.105525288401,37.2545440443535
용인시 기흥구,경기 용인시 기흥구 신구로22번길 19-3,강남병원 제5주차장,미분류,미분류,127.111146630061,37.2750440848544
용인시 기흥구,경기 용인시 기흥구 기흥역로 9,롯데캐슬레이시티 주차장,미분류,미분류,127.115178803314,37.2744058982734
용인시 기흥구,경기 용인시 기흥구 서천서로 83,서농도서관 주차장,실외,건물주변,127.069006289278,37.2373581211137
용인시 기흥구,경기 용인시 기흥구 동백죽전대로 363,용인세브란스 지하주차장,실내,지하,127.147935335103,37.270974377627
용인시 기흥구,경기 용인시 기흥구 서천동 802,남산근린공원 주차장,실외,야외시설,127.072892795596,37.2353238434004
용인시 기흥구,경기 용인시 기흥구 관곡로 95,기흥구청 주차장,실외,건물주변,127.115421442734,37.2804606482707
용인시 기흥구,경기 용인시 기흥구 덕영대로 1811-1,KM파크 레이크골프클럽 주차장,실외,야외시설,127.087385918139,37.2502682313802
용인시 기흥구,경기 용인시 기흥구 공세로 150-20,삼성SDI 주차장,실외,야외시설,127.110857464377,37.23622562176
용인시 기흥구,경기 용인시 기흥구 구갈로 74,스포츠클럽허브 주차장,실외,건물주변,127.111778027655,37.2811345177986
용인시 기흥구,경기 용인시 기흥구 신갈동 82-3,노상공영주차장,실외,노상,127.10835490489,37.2762373072219
용인시 기흥구,경기 용인시 기흥구 신갈동 388-624,신갈동 임시공영주차장,실외,노외,127.105074383522,37.2778995291866
용인시 기흥구,경기 용인시 기흥구 용구대로 2303,경기도 여성능력개발센터 주차장1,실외,야외시설,127.109575501385,37.2925941793451
용인시 기흥구,경기 용인시 기흥구 영덕동 1101-10,나주집 태광점 주차장,실외,야외시설,127.090133637779,37.2739681757861
용인시 기흥구,경기 용인시 기흥구 보라동 312,경기국악원 국악당 주차장,실외,건물주변,127.113629076824,37.2594256929348
용인시 기흥구,경기 용인시 기흥구 고매동 758-2,삼성전자 임시주차장,실외,노외,127.092128717575,37.2181041275274
용인시 기흥구,경기 용인시 기흥구 중부대로 397,소나무가있는풍경 주차장,실외,건물주변,127.110616050222,37.2730622934054
용인시 기흥구,경기 용인시 기흥구 흥덕1로 30,나이스파크 기흥 덕수빌딩 주차장,실외,건물주변,127.068785253615,37.2716588111456
용인시 기흥구,경기 용인시 기흥구 덕영대로 1732,경희대학교 주차장2,실외,건물주변,127.077814136938,37.245884119157
용인시 기흥구,경기 용인시 기흥구 흥덕1로 43,영덕레스피아 주차장,실외,야외시설,127.066580018763,37.2722843129716
용인시 기흥구,경기 용인시 기흥구 구성로 40,구성농협 하나로마트 주차장,미분류,미분류,127.114053043487,37.2942478579748
용인시 기흥구,경기 용인시 기흥구 마북로240번길 17-5,현대자동차 환경기술연구소 주차장,실외,건물주변,127.135263169294,37.3084186353376
용인시 기흥구,경기 용인시 기흥구 보정동 614-8,어반런드렛 더테라스 주차장,실외,건물주변,127.104871441626,37.3108993830324
용인시 기흥구,경기 용인시 기흥구 용구대로1890번길 1,허대감 주차장,실외,건물주변,127.104778068427,37.2569128292282
용인시 기흥구,경기 용인시 기흥구 강남로 40,아이파킹 강남대학교 주차장,실외,야외시설,127.129912429853,37.2739968921117
용인시 기흥구,경기 용인시 기흥구 죽전로27번길 14-6,수담 죽전본점 주차장,실외,건물주변,127.112049281321,37.3218520776767
용인시 기흥구,경기 용인시 기흥구 동백죽전대로 363,용인세브란스 주차장,실외,노외,127.144481509217,37.2707578882343
용인시 기흥구,경기 용인시 기흥구 공세동 650,기흥휴게소 직원주차장,실외,야외시설,127.106435256394,37.237049180028
용인시 기흥구,경기 용인시 기흥구 죽현로 8-20,아이원프라자 주차장,실내,지상,127.109659868853,37.31986501536
용인시 기흥구,경기 용인시 기흥구 서천서로 65,서천레스피아 주차장,실외,야외시설,127.068732299984,37.2386957930825
용인시 기흥구,경기 용인시 기흥구 흥덕중앙로 55,흥덕역리써밋타워 주차장,실내,지하,127.073378647558,37.2768467667512
용인시 기흥구,경기 용인시 기흥구 마북로 184,아마노 칼빈대학교 주차장,실외,노외,127.127610959399,37.3052446783531
용인시 기흥구,경기 용인시 기흥구 동백죽전대로 444,KM파크 쥬네브썬월드 주차장,실내,지하,127.15236867790674,37.278330249010736
용인시 기흥구,경기 용인시 기흥구 상갈로 2,상갈동 주차장,미분류,미분류,127.107715752325,37.266458536238
용인시 기흥구,경기 용인시 기흥구 구갈동 279-10,노상공영주차장,실외,노상,127.114770157579,37.2807696170945
용인시 기흥구,경기 용인시 기흥구 중부대로819번길 57-9,흥국생명연수원 주차장,실외,건물주변,127.151907818054,37.256599539519
용인시 기흥구,경기 용인시 기흥구 동백동 657,새물공원 주차장,실외,야외시설,127.155976633655,37.2810958842384
용인시 기흥구,경기 용인시 기흥구 언동로 184,나이스파크 용인 동백가든12 주차장,실외,건물주변,127.143056049055,37.2791512727512
용인시 기흥구,경기 용인시 기흥구 중부대로 682,하나로마트 용인점 주차장,실외,건물주변,127.135964983774,37.2665294797782
용인시 기흥구,경기 용인시 기흥구 동백동 380-2,콩사랑청국장 주차장,실외,건물주변,127.156530554263,37.2899339752965
용인시 기흥구,경기 용인시 기흥구 사은로 163,남부CC 주차장,실외,야외시설,127.12544176977964,37.26442274904215
용인시 기흥구,경기 용인시 기흥구 동백죽전대로527번길 100-24,루덴시움오피스텔 주차장,실내,지상,127.142603944087,37.2825277405218
용인시 기흥구,경기 용인시 기흥구 신갈동 83,기흥노상공영주차장,실외,노상,127.108547732372,37.2727161360196
용인시 기흥구,경기 용인시 기흥구 한보라1로 92,이마트보라점 주차장,실외,야외시설,127.105133720312,37.2475867131701
용인시 기흥구,경기 용인시 기흥구 어정로 134-24,케이엠파크_동백스포랜드 주차장,실내,지상,127.146679425254,37.2749682683998
용인시 기흥구,경기 용인시 기흥구 탑실로 61,르노코리아중앙연구소 주차장4,실외,건물주변,127.114211128904,37.2406285478817
용인시 기흥구,경기 용인시 기흥구 덕영대로 1732,경희대학교 국제캠퍼스 주차장8,미분류,미분류,127.081997736589,37.241585113463
용인시 기흥구,경기 용인시 기흥구 흥덕2로117번길 23,나이스파크 흥덕 하워드힐하우스 주차장,미분류,미분류,127.071466146009,37.2778507942462
용인시 기흥구,경기 용인시 기흥구 구갈로 71-18,기흥더샵프라임뷰 상가 주차장,실외,건물주변,127.110520356524,37.2808725952693
용인시 기흥구,경기 용인시 기흥구 동백1로 31,윤들래뜰 주차장,실내,지하,127.159966185342,37.2649785260584
용인시 기흥구,경기 용인시 기흥구 보정로 5,삼성생명휴먼센터 주차장1,실외,야외시설,127.108945552642,37.3156036063492
용인시 기흥구,경기 용인시 기흥구 백남준로 10,백남준아트센터 민영 주차장,실외,건물주변,127.110437937287,37.2691466271795
용인시 기흥구,경기 용인시 기흥구 흥덕2로75번길 29-8,나이스파크 용인 세정상가 주차장,실내,지상,127.070491899511,37.2740688117767
용인시 기흥구,경기 용인시 기흥구 용구대로 2351,카카오 T 다이소 용인구성점 주차장,실외,건물주변,127.109274087969,37.2962887100553
용인시 기흥구,경기 용인시 기흥구 용구대로 2426,마트킹구성점 주차장,실외,건물주변,127.106579723151,37.3029531591676
용인시 기흥구,경기 용인시 기흥구 하갈동 456-2,경희골프랜드 주차장,실외,야외시설,127.089604859305,37.2507680039667
용인시 기흥구,경기 용인시 기흥구 어정로 62-23,상하동 주차장,미분류,미분류,127.138297894468,37.2704093623415
용인시 기흥구,경기 용인시 기흥구 동백죽전대로527번길 80,신동백롯데캐슬에코1단지아파트 P3주차장,실내,지하,127.146657200341,37.2833886861901
용인시 기흥구,경기 용인시 기흥구 중동 669,용인669프라이빗파크 카라반캠핑카주차장,실외,야외시설,127.14075672948,37.2849893358064
용인시 기흥구,경기 용인시 기흥구 동백죽전대로 341,메디슨타워 주차장,실내,지하,127.15052096649,37.2705908793988
용인시 기흥구,경기 용인시 기흥구 보라동 655,명보프라자 지하주차장,실내,지하,127.107372805257,37.2504202895834
용인시 기흥구,경기 용인시 기흥구 기흥역로 9,투루파킹 기흥역 롯데캐슬레이시티 주차장,실내,지상,127.115337289593,37.2748218442608
용인시 기흥구,경기 용인시 기흥구 언남동 342-27,노상공영주차장,실외,노상,127.119440295622,37.2958489127787
용인시 기흥구,경기 용인시 기흥구 신갈동 65-5,노외주차장,실외,노외,127.111434272106,37.2736747740558
용인시 기흥구,경기 용인시 기흥구 상갈동 144-2,경기도박물관 부설주차장,실외,건물주변,127.111839208803,37.2695169009911
용인시 기흥구,경기 용인시 기흥구 구성로77번길 17,구성동 부설주차장,실외,건물주변,127.11896368561725,37.296501022565245
용인시 기흥구,경기 용인시 기흥구 동백죽전대로 507,용인동백두산위브더제니스아파트 지하주차장,실내,지하,127.150863267575,37.2839276275408
용인시 기흥구,경기 용인시 기흥구 관곡로 95,기흥구청 지하주차장,실내,지하,127.11422641994412,37.28061678616906
용인시 기흥구,경기 용인시 기흥구 구갈동 290,소공빌딩 지하주차장,실내,지하,127.111286525168,37.282605836922
용인시 기흥구,경기 용인시 기흥구 중부대로 563,용인이씨사맹공파내사훈종회,미분류,미분류,127.125689500278,37.271370773814
용인시 기흥구,경기 용인시 기흥구 석현로 67,영덕주차장,실외,건물주변,127.081543687671,37.2720442853072
용인시 기흥구,경기 용인시 기흥구 강남로 3,강남앤플러스 주차장,미분류,미분류,127.1261269291,37.2710158392759
용인시 기흥구,경기 용인시 기흥구 흥덕2로118번길 26,흥덕마을9단지우미린레이크포레아파트 주차장,실내,지하,127.077043803989,37.2774571453231
용인시 기흥구,경기 용인시 기흥구 기곡로 93,한진그룹종합연수원 주차장,실외,야외시설,127.096606798714,37.2473407833487
용인시 기흥구,경기 용인시 기흥구 구갈로72번길 10-1,그랜드프라자 주차장,실내,지하,127.1126935852,37.2803353290407
용인시 기흥구,경기 용인시 기흥구 서그내로49번길 11,카페서천 제2주차장,실외,노외,127.074825413089,37.2430080177381
용인시 기흥구,경기 용인시 기흥구 서천로127번길 3-3,나이스파크 서천 에스비타운 주차장,미분류,미분류,127.072449536611,37.2368157974572
용인시 기흥구,경기 용인시 기흥구 고매동 377-11,오뜨아르 제3주차장,실외,야외시설,127.110427959281,37.2267802606109
용인시 기흥구,경기 용인시 기흥구 동백동 499,자작나무갈비 동백점 주차장,실외,건물주변,127.149431253941,37.2882018056382
용인시 기흥구,경기 용인시 기흥구 석성로 107,암소제비추리 주차장,실외,건물주변,127.11165251138,37.2938717112046
용인시 기흥구,경기 용인시 기흥구 구성로 103,멀티프라자 상가번영회,골목길,상가,127.120751436258,37.2938955760042
용인시 기흥구,경기 용인시 기흥구 신갈로58번길 21,카카오T 농협은행신갈지점 주차장,실외,건물주변,127.10800544947678,37.27274303249383
용인시 기흥구,경기 용인시 기흥구 동백죽전대로 363,용인세브란스 P3 주차장,실외,야외시설,127.145386235643,37.2710207854545
용인시 기흥구,경기 용인시 기흥구 용구대로 2315,경기도 여성능력개발센터 주차장2,실외,야외시설,127.109585245061,37.2930915429298
용인시 기흥구,경기 용인시 기흥구 구성로 357,용인테크노밸리 주차장,실외,야외시설,127.148125075785,37.2912799496271
용인시 기흥구,경기 용인시 기흥구 흥덕2로105번길 5,나이스파크 용인서서타워주차장,실내,지하,127.073573687994,37.2768205155438
용인시 기흥구,경기 용인시 기흥구 서천동로91번길 10,셈주차빌딩,실외,건물주변,127.071805930926,37.2331291075328
용인시 기흥구,경기 용인시 기흥구 동백중앙로 175,우함빌딩 주차장,미분류,미분류,127.154194064617,37.2699644345042
용인시 기흥구,경기 용인시 기흥구 구성로 243,법무연수원 주차장3,실외,야외시설,127.135633998169,37.2912985264767
용인시 기흥구,경기 용인시 기흥구 기흥단지로 8,한국관 기흥점 주차장,실외,건물주변,127.103381663695,37.2224445616589
용인시 기흥구,경기 용인시 기흥구 기흥역로58번길 78,기흥역더샵오피스텔 주차장,실내,지하,127.118139151467,37.2733649827881
용인시 기흥구,경기 용인시 기흥구 용구대로 2351,KM파크 다이소 구성점 주차장,실외,건물주변,127.109273072785,37.2962886208789
용인시 기흥구,경기 용인시 기흥구 보정로 32,KM파크 아트리파라다이스 주차장,미분류,미분류,127.111200603085,37.3140201941665
용인시 기흥구,경기 용인시 기흥구 상하동 276-13,공터주차장,미분류,미분류,127.144764755664,37.2660617684695
용인시 기흥구,경기 용인시 기흥구 마북로240번길 17-9,롯데이노베이트 주차장1,실외,야외시설,127.139029867575,37.3060986106215
용인시 기흥구,경기 용인시 기흥구 흥덕중앙로 41,나이스파크 흥덕웰스프라자 주차장,실내,지하,127.071530310119,37.276546049617
용인시 기흥구,경기 용인시 기흥구 이현로30번길 45-45,드림파크 주차장1,실외,야외시설,127.098774772542,37.3124733298269
용인시 기흥구,경기 용인시 기흥구 흥덕2로105번길 5,디피,미분류,미분류,127.073735797137,37.2767873465026
용인시 기흥구,경기 용인시 기흥구 신갈동 82-5,노상공영주차장,실외,노상,127.106465396816,37.2746522901683
용인시 기흥구,경기 용인시 기흥구 관곡로77번길 3-12,구갈중앙주차장,실내,지상,127.114603325345,37.2822923544611
용인시 기흥구,경기 용인시 기흥구 새천년로16번길 3-16 새천년프라자 6층,카맨프라자,미분류,미분류,127.111429703955,37.2883208989451
용인시 기흥구,경기 용인시 기흥구 덕영대로 1811-1,레이크골프클럽 주차장,실외,야외시설,127.087718308845,37.2501652665973
용인시 기흥구,경기 용인시 기흥구 신갈로124번길 27-2,정문아파트지하주차장,실내,지하,127.108968296403,37.2781997493295
용인시 기흥구,경기 용인시 기흥구 보정로 109,나이스파크 용인 현대프라자주차장,미분류,미분류,127.115196906167,37.319487898168
용인시 기흥구,경기 용인시 기흥구 죽전로 39,에스제이타워 주차장,실내,지하,127.11312843783,37.3207319679413
용인시 기흥구,경기 용인시 기흥구 탑실로 61,르노코리아중앙연구소 주차장1,실외,야외시설,127.115486544856,37.2433484669489
용인시 기흥구,경기 용인시 기흥구 보정동 756,GC녹십자 주차장6,실외,건물주변,127.101966729849,37.3173567498322
용인시 기흥구,경기 용인시 기흥구 구갈로 29,Tmap주차 신일빌딩 주차장,미분류,미분류,127.11097372611,37.2770805971856
용인시 기흥구,경기 용인시 기흥구 동백중앙로 219,용인동백역현성더테라스오피스텔 주차장,실내,지하,127.150633551338,37.2727739565133
용인시 기흥구,경기 용인시 기흥구 중부대로 940,용인정신병원 주차장1,실외,야외시설,127.155262448763,37.2499815331152
용인시 기흥구,경기 용인시 기흥구 보정동 319-3,GC녹십자 주차장3,실외,야외시설,127.101387652121,37.3190392066734
용인시 기흥구,경기 용인시 기흥구 흥덕2로75번길 29-8,세정상가 주차장,골목길,상가,127.070446673887,37.2740553231013
용인시 기흥구,경기 용인시 기흥구 강남로 13,나이스파크 주차장 용인칼리지포인트,실내,지하,127.127048332023,37.2718456133343
